,text,label,pred_label
1550,"The president won the youth vote 3 to1, but his numbers have dropped 20, 30 percent among the youth.",1, fake
1551,"Since 1980, over 145 incidents have been documented of suction entrapment in swimming pools and spas, including 36 deaths of children.",1, real
1552,The things I said (during the prank call by a blogger posing as GOP contributor David Koch) are the things Ive said publicly all along about the Wisconsin budget debate.,0, fake
1553,The presidents budget would take ... non-defense spending to its lowest level ... as a percentage of the economy since JFK.,1, fake.
1554,"When Social Security, Medicare and Medicaid were created, Republicans stood on the sidelines",0, fake
1555,The GOP platform that seeks further limits on abortion and is silent on an exception for rape has been there for more than 30 years.,1, fake
1556,Sixty-percent of the state retirees...dont get Social Security.,0, fake.
1557,"Says the difference between her and Barack Obama is ""about 35 years of experience.""",0, fake.
1558,SaysSenate Republicans are following a longstanding tradition of not filling vacancies on the Supreme Court in the middle of a presidential election year.,0, fake
1559,Says under the new health care law the patient-doctor relationship will be eliminated.,0, fake.
1560,There are 86 languages spoken at Miami Dade College.,1, fake.
1561,"For the amount of money Hillary Clinton would like to spend on refugees, we could rebuild every inner city in America.",0, fake.
1562,Says ending the direct payment farm subsidy program could save up to $28.4 billion over ten years that could be used to reduce the deficit.,1, fake.
1563,"Says Tim Pawlenty said in 2006, The era of small government is over... the government has to be more proactive and more aggressive.",1, fake
1564,It cost us more to shut the government down than to keep it open.,1, fake.
1565,Most tips left at Dunkin Donuts dont go to employees.,0, fake.
1566,Steve Santarsiero wrote PAs Gun Safety Law.,0, fake.
1567,"Loranne Ausleys a financial train wreck for taxpayers -- pushing gas taxes, property taxes, taxes on seniors.",0, fake.
1568,"This year, the overwhelming majority of new jobs are part time.",1, fake.
1569,A 5 percent increase in domestic production would increase the world supply by less than 1 percent and do almost nothing to our dependence on foreign oil. This would also have virtually no effect on the price of gas at the pump.,1, fake
1570,"You dont see Norway losing population, and its taxes are astronomical.",1, fake
1571,A trade war is something very different (than curbing new trade agreements). We went down that road in the 1930s. It made the Great Depression longer and more painful.,1, fake
1572,Nearly 46 million Americans don't have health insurance coverage today.,1, fake.
1573,Taxpayers are paying a fortune for the use of Air Force One on the campaign trail by President Barack Obama and Hillary Clinton.,1, fake.
1574,"Nobody has played clips over and over ...of President Obama (saying), If they bring a knife to the fight, well bring a gun.",1, fake
1575,"Says his GOP challenger, Doug MacGinnitie, ""hadnt voted in a Republican primary for almost 20 years until 2008.",0, fake
1576,"Inequality in Texas is steadily getting worse, with very few rich people, a great many poor people, and fewer and fewer in the middle.",1, fake
1577,President Obama has the most border patrols and border security deployed at the border of any previous president.,1, fake.
1578,Illegal counterfeiting and piracy costs the U.S. economy $100 billion... every year.,0, fake.
1579,Governor Palin is the most popular governor in the country.,1, fake.
1580,The FBI is involved in an investigation about people in the Rio Grande Valley who are using cocaine to buy votes.,1, fake.
1581,"In recent years, Rep. LaTourette has sponsored legislation that would increase spending by 551.6 percent.",0, fake
1582,"We have been focusing so much, especially the Texas Department of Transportation, on that 97 percent of people in single-occupancy vehicles.",0, fake
1583,Says About 7 in 10 of Oregons inmates are in prison for violent crimes and serious sex offenses.,1, fake
1584,Sen. Sherrod Brown has chosen to side with Washington bureaucrats and fringe extremists in the attacks on our natural resources.,0, fake
1585,This incident of supposed feces depicting a swastika on the wall of a bathrooms in one of the halls ... has been supported by zero fact.,0, fake
1586,Says Hillary Clinton wants to increase Syrian refugees to this country by 550 percent.,1, fake.
1587,"In state after state, polls make clear that the American public understands the Kelo ruling is a disaster.",1, fake.
1588,"Says if Oregon had limited its budget growth to the rate of population growth plus the rate of inflation, the states all-funds budget would be about $27 billion today, not $60 billion.",1, fake.
1589,Children who witness domestic violence are twice as likely to commit it themselves.,1, fake.
1590,"In France, they have a (surveillance) program a thousandfold more invasive than the United States.",1, fake.
1591,"The omnibus spending bill has 9,427 pork barrel items.",1, fake.
1592,A strong majority of Americans support the Keystone XL pipeline.,1, fake.
1593,"If Congress fails to act, the Obama administration intends to give away control of the internet to an international body akin to the United Nations.",0, fake
1594,SaysJeb Bush significantly cut early voting prior to the 2008 presidential election.,1, fake.
1595,There are polls showing right now that the American people for the most part think its a bad idea to provide tax cuts to the wealthy.,1, fake.
1596,"Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""",1, fake.
1597,On reauthorization of Export-Import Bank.,0, fake.
1598,"You cant bring an iPad or a piece of paper and a pencil in the (Wisconsin Assembly) gallery to take notes of whats going on, but you can bring a gun up there.",1, fake
1599,Most of the state budget isnt for state government doing things. ... 85 percent of the state budget is transferred to local communities for delivery of service.,1, fake
1600,Scott Walkers income tax plan is a tax hike. It increases taxes for nearly 80% of the people in the state.,0, fake.
1601,Says Ronald Reagan repeatedly talked about how irresponsible it would be to allow the full faith and credit of the United States to be impaired in any kind of way.,1, real
1602,The number of uninsured people in Massachusetts is about the same as it was when the mandates were passed in 2006.,0, fake.
1603,In the latest jobs numbers Wisconsin ranked third in the Midwest.,1, fake.
1604,"A bipartisan payroll tax cut championed by the White House has meant that the average family has an extra $1,000 in their pocket this year.",1, real
1605,Says abortions are decreasing.,1, fake.
1606,Says under the Romney-Ryan budget ... the American Opportunity Tax Credit for college tuition would be eliminated.,1, fake.
1607,"Small businesses that have $250,000 in gross sales for the business. Theyre the ones that are looking at massive tax increases.",0, fake
1608,"Oil companies showered regulators (at the Minerals Management Service) with gifts and favors, and were essentially allowed to conduct their own safety inspections and write their own regulations.",1, fake
1609,The Koch Brothers are spending more money than either the Democratic or Republican parties in the 2016 elections.,0, fake.
